pass_1,pass_2,numOfFlights,From,To
5401,5412,6,2017-02-17,2017-03-14
5440,5490,6,2017-02-17,2017-03-13
2754,4331,6,2017-02-20,2017-04-14
4388,5416,6,2017-02-22,2017-04-02
2216,4932,6,2017-02-28,2017-04-24
5440,6096,6,2017-03-10,2017-05-03
6730,6769,6,2017-03-15,2017-05-29
3295,3920,6,2017-03-16,2017-04-30
2926,7082,6,2017-04-17,2017-05-19
95,7866,6,2017-04-22,2017-05-29
3979,4398,6,2017-04-29,2017-05-27
4249,5482,6,2017-04-30,2017-05-30
6020,8093,6,2017-05-01,2017-05-30
601,650,6,2017-01-02,2017-02-03
724,764,6,2017-01-02,2017-01-17
721,795,6,2017-01-02,2017-02-17
2153,2183,6,2017-01-09,2017-01-31
2325,2334,6,2017-01-09,2017-02-21
2447,2462,6,2017-01-09,2017-03-28
2457,2486,6,2017-01-09,2017-03-11
2438,2469,6,2017-01-09,2017-04-26
126,130,6,2017-01-10,2017-02-23
2912,2992,6,2017-01-10,2017-02-25
264,271,6,2017-01-13,2017-02-14
1598,2667,6,2017-01-13,2017-02-11
4012,4388,6,2017-01-31,2017-03-03
1314,1464,6,2017-02-04,2017-03-03
5421,5471,6,2017-02-17,2017-03-14
5481,5498,6,2017-02-17,2017-03-13
5486,5494,6,2017-02-17,2017-03-13
2712,2988,6,2017-02-23,2017-04-21
6809,6853,6,2017-03-15,2017-05-09
8461,8485,6,2017-04-05,2017-05-19
6813,7868,6,2017-04-17,2017-05-19
7082,7868,6,2017-04-17,2017-05-19
4483,5740,6,2017-04-26,2017-05-27
5482,5509,6,2017-04-30,2017-05-30
701,706,6,2017-01-02,2017-01-17
615,622,6,2017-01-02,2017-02-23
358,1288,6,2017-01-04,2017-04-01
2245,2298,6,2017-01-09,2017-02-17
135,2068,6,2017-01-10,2017-03-24
2743,2754,6,2017-01-10,2017-02-25
286,3440,6,2017-01-23,2017-05-20
4511,4544,6,2017-01-29,2017-04-24
4632,4640,6,2017-02-02,2017-03-13
1808,4690,6,2017-02-07,2017-04-15
915,4052,6,2017-02-07,2017-03-10
5414,5429,6,2017-02-17,2017-03-14
5792,5800,6,2017-02-24,2017-03-31
5727,5800,6,2017-02-24,2017-03-31
2759,4412,6,2017-03-10,2017-05-03
6786,6796,6,2017-03-15,2017-05-29
6869,6872,6,2017-03-15,2017-05-09
5989,6876,6,2017-04-02,2017-05-29
5481,6897,6,2017-04-13,2017-05-12
1646,3330,6,2017-04-20,2017-05-19
3330,7820,6,2017-04-22,2017-05-29
2504,5560,6,2017-05-11,2017-05-25
334,1029,6,2017-01-03,2017-02-26
2510,2522,6,2017-01-10,2017-03-09
3108,3177,6,2017-01-11,2017-04-07
293,650,6,2017-01-13,2017-02-03
275,1645,6,2017-01-21,2017-03-28
281,3436,6,2017-01-23,2017-04-21
724,2175,6,2017-01-23,2017-05-07
4059,4399,6,2017-01-31,2017-03-03
4066,4388,6,2017-01-31,2017-03-03
1350,3569,6,2017-02-13,2017-04-24
4339,5432,6,2017-02-22,2017-04-12
3920,4656,6,2017-02-28,2017-03-20
3292,3330,6,2017-03-05,2017-05-06
2294,6016,6,2017-03-10,2017-05-03
6869,6870,6,2017-03-15,2017-05-09
950,5964,6,2017-03-23,2017-05-03
4373,5706,6,2017-03-24,2017-05-09
8245,8270,6,2017-03-31,2017-05-14
5590,8402,6,2017-04-14,2017-05-29
1673,4827,6,2017-04-16,2017-05-27
95,7872,6,2017-04-22,2017-05-29
706,740,6,2017-01-02,2017-01-17
760,797,6,2017-01-02,2017-01-17
368,733,6,2017-01-04,2017-01-29
1643,1662,6,2017-01-07,2017-03-20
2241,2290,6,2017-01-09,2017-03-28
2243,2299,6,2017-01-09,2017-02-17
230,3149,6,2017-01-13,2017-02-14
2111,3148,6,2017-01-15,2017-04-10
3603,3648,6,2017-01-15,2017-02-26
2446,3650,6,2017-02-06,2017-05-24
5066,5096,6,2017-02-12,2017-04-10
2295,2965,6,2017-02-13,2017-04-13
2969,5416,6,2017-02-22,2017-04-02
4083,5436,6,2017-02-22,2017-04-12
6027,6092,6,2017-03-05,2017-03-20
4412,6049,6,2017-03-10,2017-05-03
6809,6889,6,2017-03-15,2017-05-09
6017,6897,6,2017-04-13,2017-05-12
1042,6293,6,2017-05-01,2017-05-27
677,680,6,2017-01-02,2017-04-16
750,778,6,2017-01-02,2017-02-17
605,680,6,2017-01-02,2017-04-16
1903,1970,6,2017-01-08,2017-02-27
2240,2246,6,2017-01-09,2017-02-17
2411,2446,6,2017-01-09,2017-03-11
733,3476,6,2017-01-17,2017-03-24
3847,3865,6,2017-01-19,2017-03-17
2554,2655,6,2017-01-26,2017-02-28
4059,4388,6,2017-01-31,2017-03-03
1818,4013,6,2017-02-07,2017-03-10
1818,4309,6,2017-02-07,2017-03-10
5490,5498,6,2017-02-17,2017-03-13
1884,6049,6,2017-03-10,2017-05-03
4942,6071,6,2017-03-10,2017-05-03
6884,6885,6,2017-03-15,2017-05-27
6864,6869,6,2017-03-15,2017-05-09
1272,5946,6,2017-03-18,2017-05-16
4213,7120,6,2017-03-28,2017-05-09
5962,6160,6,2017-03-30,2017-05-23
4827,8373,6,2017-04-05,2017-05-14
1053,8068,6,2017-04-12,2017-05-29
1053,8093,6,2017-04-12,2017-05-29
4627,8037,6,2017-05-01,2017-05-30
709,724,6,2017-01-02,2017-01-17
750,786,6,2017-01-02,2017-02-17
977,988,6,2017-01-02,2017-04-08
1536,1571,6,2017-01-07,2017-04-30
293,3123,6,2017-01-13,2017-02-03
3525,3535,6,2017-01-15,2017-04-10
945,2743,6,2017-02-04,2017-03-28
2783,4013,6,2017-02-07,2017-03-10
4911,4947,6,2017-02-09,2017-04-05
5439,5458,6,2017-02-17,2017-03-14
5401,5499,6,2017-02-17,2017-03-14
4025,5423,6,2017-02-22,2017-04-15
928,5478,6,2017-02-22,2017-04-15
2596,5455,6,2017-02-26,2017-04-05
3120,5798,6,2017-03-10,2017-05-03
4373,6008,6,2017-03-10,2017-05-03
7832,7872,6,2017-03-24,2017-05-06
8291,8293,6,2017-03-31,2017-05-15
5481,6809,6,2017-04-13,2017-05-12
6418,8411,6,2017-05-01,2017-05-30
726,737,6,2017-01-02,2017-05-24
773,786,6,2017-01-02,2017-02-17
1001,1031,6,2017-01-02,2017-01-17
1954,1999,6,2017-01-08,2017-02-26
1913,1967,6,2017-01-08,2017-05-15
1012,1084,6,2017-01-02,2017-05-12
758,1026,6,2017-01-04,2017-02-23
369,1223,6,2017-01-05,2017-02-27
2153,2186,6,2017-01-09,2017-01-31
3518,3565,6,2017-01-15,2017-04-06
1498,2792,6,2017-01-20,2017-03-14
4421,4468,6,2017-01-29,2017-05-06
407,930,6,2017-02-04,2017-03-03
446,4607,6,2017-02-04,2017-03-13
494,3967,6,2017-02-10,2017-04-13
5505,5579,6,2017-02-19,2017-05-29
1963,3148,6,2017-03-05,2017-05-11
6030,6093,6,2017-03-05,2017-05-13
4607,6096,6,2017-03-10,2017-05-03
2773,5494,6,2017-03-10,2017-05-03
6872,6897,6,2017-03-15,2017-05-09
6817,6870,6,2017-03-15,2017-05-09
2993,5993,6,2017-03-23,2017-05-03
8073,8093,6,2017-03-28,2017-05-19
441,2906,6,2017-04-20,2017-05-19
7605,8158,6,2017-04-20,2017-05-19
3418,3503,6,2017-04-30,2017-05-30
712,774,6,2017-01-02,2017-02-17
739,768,6,2017-01-02,2017-01-17
761,768,6,2017-01-02,2017-01-17
804,848,6,2017-01-02,2017-03-01
1015,1052,6,2017-01-02,2017-05-20
2405,2407,6,2017-01-09,2017-02-21
255,3123,6,2017-01-13,2017-02-03
2137,3148,6,2017-01-15,2017-04-10
3802,3887,6,2017-01-19,2017-03-30
2932,3547,6,2017-02-13,2017-04-13
5435,5448,6,2017-02-17,2017-03-14
5468,5500,6,2017-02-17,2017-03-13
5423,5484,6,2017-02-17,2017-03-13
4552,5455,6,2017-02-26,2017-04-05
5481,6075,6,2017-03-10,2017-05-03
6864,6874,6,2017-03-15,2017-05-09
6824,6885,6,2017-03-15,2017-05-27
4827,7369,6,2017-03-25,2017-05-27
6294,8402,6,2017-04-14,2017-05-29
901,7866,6,2017-04-22,2017-05-29
3330,6813,6,2017-04-22,2017-05-29
606,681,6,2017-01-02,2017-02-03
2280,2294,6,2017-01-09,2017-03-13
2272,2276,6,2017-01-09,2017-03-28
205,293,6,2017-01-13,2017-02-03
1464,2969,6,2017-02-04,2017-03-03
5448,5479,6,2017-02-17,2017-03-14
5429,5448,6,2017-02-17,2017-03-14
5419,5426,6,2017-02-17,2017-03-14
928,5498,6,2017-02-22,2017-04-15
5718,5792,6,2017-02-24,2017-03-31
5718,5775,6,2017-02-24,2017-03-31
5731,5789,6,2017-02-24,2017-04-17
4990,6077,6,2017-03-10,2017-05-03
2717,6063,6,2017-03-10,2017-05-03
3998,4903,6,2017-03-13,2017-05-24
6809,6825,6,2017-03-15,2017-05-09
3295,4593,6,2017-03-16,2017-04-30
7363,7381,6,2017-03-17,2017-04-17
2905,7563,6,2017-03-19,2017-04-29
7793,7798,6,2017-03-23,2017-04-28
950,5769,6,2017-03-24,2017-05-24
663,4249,6,2017-03-27,2017-05-29
8270,8280,6,2017-03-31,2017-05-14
5423,7866,6,2017-04-17,2017-05-19
1635,8158,6,2017-04-20,2017-05-19
2776,3735,6,2017-04-20,2017-05-19
4468,7602,6,2017-04-20,2017-05-19
8936,8960,6,2017-04-21,2017-05-18
1677,3418,6,2017-04-30,2017-05-30
1343,6293,6,2017-05-01,2017-05-27
709,716,6,2017-01-02,2017-01-17
761,763,6,2017-01-02,2017-01-17
2154,2162,6,2017-01-09,2017-03-19
716,3421,6,2017-01-17,2017-04-12
4017,4395,6,2017-01-31,2017-03-03
5304,5375,6,2017-02-13,2017-04-24
972,1330,6,2017-02-13,2017-04-13
5464,5500,6,2017-02-17,2017-03-13
5421,5426,6,2017-02-17,2017-03-14
5486,5490,6,2017-02-17,2017-03-13
2294,6077,6,2017-03-10,2017-05-03
3576,6016,6,2017-03-10,2017-05-03
7120,7141,6,2017-03-17,2017-04-29
1767,4404,6,2017-04-08,2017-05-14
4316,6855,6,2017-04-13,2017-05-12
7039,7820,6,2017-04-17,2017-05-19
706,755,6,2017-01-02,2017-01-17
706,724,6,2017-01-02,2017-01-17
746,761,6,2017-01-02,2017-01-17
703,729,6,2017-01-02,2017-05-24
709,739,6,2017-01-02,2017-01-17
910,962,6,2017-01-02,2017-02-25
309,719,6,2017-01-04,2017-02-27
802,806,6,2017-01-02,2017-02-23
313,778,6,2017-01-04,2017-02-27
1923,1993,6,2017-01-08,2017-02-23
2021,2074,6,2017-01-09,2017-03-17
2478,2500,6,2017-01-09,2017-04-01
2604,2610,6,2017-01-10,2017-04-09
274,1581,6,2017-01-26,2017-04-13
2857,4035,6,2017-02-07,2017-05-06
1330,3547,6,2017-02-13,2017-04-13
5471,5479,6,2017-02-17,2017-03-14
5450,5455,6,2017-02-17,2017-03-20
4011,5435,6,2017-02-22,2017-04-05
5708,5792,6,2017-02-24,2017-03-31
5440,6075,6,2017-03-10,2017-05-03
2101,4344,6,2017-03-19,2017-04-29
4249,7872,6,2017-04-30,2017-05-30
763,797,6,2017-01-02,2017-01-17
766,792,6,2017-01-02,2017-01-17
826,873,6,2017-01-02,2017-05-20
933,994,6,2017-01-02,2017-02-26
1021,1026,6,2017-01-02,2017-02-17
1946,1970,6,2017-01-08,2017-02-27
751,1056,6,2017-01-04,2017-01-29
2225,2271,6,2017-01-09,2017-03-28
625,3169,6,2017-01-13,2017-05-06
1269,2667,6,2017-01-13,2017-02-11
272,2199,6,2017-01-20,2017-04-13
1208,1646,6,2017-01-21,2017-05-19
266,1243,6,2017-01-24,2017-02-19
4052,4339,6,2017-01-31,2017-03-03
5865,5885,6,2017-02-25,2017-05-29
1598,3492,6,2017-02-28,2017-04-13
5706,5966,6,2017-03-20,2017-05-03
2926,6813,6,2017-04-17,2017-05-19
625,3590,6,2017-04-22,2017-05-29
529,3275,6,2017-04-26,2017-05-25
3418,8190,6,2017-04-30,2017-05-30
1343,2124,6,2017-05-01,2017-05-27
706,766,6,2017-01-02,2017-01-17
1031,1056,6,2017-01-02,2017-01-17
381,1035,6,2017-01-03,2017-02-19
2221,2293,6,2017-01-09,2017-02-21
945,2988,6,2017-01-25,2017-03-19
4011,4309,6,2017-01-31,2017-03-03
1484,5464,6,2017-02-22,2017-04-15
1884,6071,6,2017-03-10,2017-05-03
6853,6870,6,2017-03-15,2017-05-09
3947,4900,6,2017-03-24,2017-04-28
3120,5761,6,2017-03-24,2017-05-09
3093,8209,6,2017-04-17,2017-05-19
8710,8786,6,2017-04-19,2017-05-22
1646,7602,6,2017-04-20,2017-05-19
1646,7662,6,2017-04-20,2017-05-19
8936,8956,6,2017-04-21,2017-05-18
3418,7662,6,2017-04-30,2017-05-30
4249,8190,6,2017-04-30,2017-05-30
2939,8093,6,2017-05-01,2017-05-30
2124,4171,6,2017-05-01,2017-05-27
781,793,6,2017-01-02,2017-05-01
848,888,6,2017-01-02,2017-03-01
308,721,6,2017-01-04,2017-02-27
712,786,6,2017-01-02,2017-02-17
773,1035,6,2017-01-04,2017-02-26
2233,2245,6,2017-01-09,2017-02-17
2515,2546,6,2017-01-10,2017-04-16
232,659,6,2017-01-13,2017-04-21
3906,3940,6,2017-01-19,2017-03-13
4321,4340,6,2017-01-24,2017-03-21
1381,2943,6,2017-01-25,2017-04-13
2500,3651,6,2017-01-29,2017-04-17
4012,4373,6,2017-01-31,2017-03-03
975,1432,6,2017-02-04,2017-05-06
1818,2969,6,2017-02-04,2017-03-03
4914,4988,6,2017-02-09,2017-04-05
4522,5370,6,2017-02-14,2017-04-10
5431,5435,6,2017-02-17,2017-03-14
5509,5566,6,2017-02-19,2017-05-29
4552,5460,6,2017-02-26,2017-05-07
1444,4542,6,2017-02-26,2017-04-13
1586,2560,6,2017-02-28,2017-04-12
1884,5481,6,2017-03-10,2017-05-03
5491,6096,6,2017-03-10,2017-05-03
1337,6093,6,2017-03-10,2017-05-13
6836,6848,6,2017-03-15,2017-05-27
1208,7868,6,2017-04-17,2017-05-19
764,772,6,2017-01-02,2017-01-17
724,791,6,2017-01-02,2017-01-17
806,847,6,2017-01-02,2017-02-23
1946,1984,6,2017-01-08,2017-02-27
705,729,6,2017-01-02,2017-05-24
308,774,6,2017-01-04,2017-02-27
2245,2299,6,2017-01-09,2017-02-17
2857,2867,6,2017-01-10,2017-02-10
2928,2932,6,2017-01-10,2017-04-08
274,3104,6,2017-01-13,2017-02-03
272,603,6,2017-01-20,2017-04-13
696,3174,6,2017-01-20,2017-03-24
58,2400,6,2017-01-22,2017-03-30
4224,4245,6,2017-01-22,2017-04-10
1314,1484,6,2017-02-04,2017-03-03
92,3106,6,2017-02-05,2017-05-08
2992,4092,6,2017-02-20,2017-04-22
4083,5448,6,2017-02-22,2017-04-12
5741,5797,6,2017-02-24,2017-03-31
224,2100,6,2017-03-07,2017-05-20
5775,5946,6,2017-03-10,2017-04-16
4942,5491,6,2017-03-10,2017-05-03
4316,6096,6,2017-03-10,2017-05-03
1817,5706,6,2017-03-20,2017-05-03
4969,6809,6,2017-04-13,2017-05-12
8703,8710,6,2017-04-19,2017-05-22
701,4178,6,2017-04-29,2017-05-30
5509,7605,6,2017-04-30,2017-05-30
2886,8068,6,2017-05-01,2017-05-30
706,752,6,2017-01-02,2017-01-17
755,766,6,2017-01-02,2017-01-17
1322,1323,6,2017-01-03,2017-02-26
1586,1598,6,2017-01-07,2017-03-20
1942,1986,6,2017-01-08,2017-02-26
2713,2719,6,2017-01-10,2017-05-14
2511,2941,6,2017-02-04,2017-03-03
4945,4988,6,2017-02-09,2017-03-20
5060,5086,6,2017-02-12,2017-04-15
5404,5479,6,2017-02-17,2017-03-14
4042,5484,6,2017-02-22,2017-04-02
4399,5416,6,2017-02-22,2017-04-02
1219,4438,6,2017-03-04,2017-05-11
58,5733,6,2017-03-10,2017-04-28
7716,7752,6,2017-03-23,2017-05-07
625,7820,6,2017-04-22,2017-05-29
5490,8068,6,2017-05-01,2017-05-30
4171,6293,6,2017-05-01,2017-05-27
791,792,6,2017-01-02,2017-01-17
759,766,6,2017-01-02,2017-01-17
2152,2183,6,2017-01-09,2017-01-31
1310,1323,6,2017-01-03,2017-02-26
368,759,6,2017-01-04,2017-01-29
1506,1598,6,2017-01-07,2017-03-13
1970,1984,6,2017-01-08,2017-02-27
2221,2284,6,2017-01-09,2017-02-21
3301,3380,6,2017-01-13,2017-04-08
3410,3421,6,2017-01-13,2017-04-08
3439,3451,6,2017-01-13,2017-02-23
3709,3794,6,2017-01-19,2017-05-12
1481,1830,6,2017-01-20,2017-05-18
4377,4398,6,2017-01-24,2017-03-19
4404,4440,6,2017-01-29,2017-04-21
1314,2867,6,2017-02-04,2017-03-03
5648,5680,6,2017-02-22,2017-05-02
5733,5764,6,2017-02-24,2017-04-09
8213,8270,6,2017-03-31,2017-05-14
7662,8158,6,2017-04-20,2017-05-19
760,764,6,2017-01-02,2017-01-17
1005,1062,6,2017-01-02,2017-04-11
1919,1936,6,2017-01-08,2017-04-16
2183,2197,6,2017-01-09,2017-01-31
2276,2290,6,2017-01-09,2017-03-28
3167,3198,6,2017-01-11,2017-04-09
2130,3161,6,2017-01-15,2017-04-09
1034,2556,6,2017-01-21,2017-03-31
979,2992,6,2017-01-25,2017-03-19
4083,4373,6,2017-01-31,2017-03-03
1818,2959,6,2017-02-04,2017-03-03
930,4059,6,2017-02-07,2017-03-10
1482,4017,6,2017-02-07,2017-03-10
4911,4993,6,2017-02-09,2017-04-05
5432,5435,6,2017-02-17,2017-03-14
4042,5468,6,2017-02-22,2017-04-02
4053,5423,6,2017-02-22,2017-04-15
6889,6897,6,2017-03-15,2017-05-09
1735,4135,6,2017-03-21,2017-05-20
5490,5911,6,2017-04-02,2017-05-29
2515,3760,6,2017-04-10,2017-05-30
7866,8289,6,2017-04-17,2017-05-19
901,8158,6,2017-04-20,2017-05-19
901,7820,6,2017-04-22,2017-05-29
1208,3330,6,2017-04-22,2017-05-29
1602,1674,6,2017-01-07,2017-02-14
1903,1971,6,2017-01-08,2017-02-27
2215,2224,6,2017-01-09,2017-03-25
275,299,6,2017-01-13,2017-02-03
275,3169,6,2017-01-13,2017-02-27
248,606,6,2017-01-13,2017-02-03
2776,3093,6,2017-02-02,2017-05-19
993,2754,6,2017-02-04,2017-04-01
1976,4091,6,2017-02-06,2017-03-26
5479,5499,6,2017-02-17,2017-03-14
3920,4903,6,2017-02-28,2017-03-20
5917,5997,6,2017-03-05,2017-04-15
5912,5946,6,2017-03-05,2017-03-31
4969,6016,6,2017-03-10,2017-05-03
7331,7363,6,2017-03-17,2017-04-17
2272,5841,6,2017-03-22,2017-04-26
2993,5964,6,2017-03-23,2017-05-03
4627,5590,6,2017-04-14,2017-05-29
1635,3735,6,2017-04-20,2017-05-19
8961,8968,6,2017-04-21,2017-05-29
2541,4541,6,2017-04-21,2017-05-24
709,759,6,2017-01-02,2017-01-17
709,764,6,2017-01-02,2017-01-17
2221,2279,6,2017-01-09,2017-02-21
2405,2498,6,2017-01-09,2017-02-21
3648,3679,6,2017-01-15,2017-02-26
4017,4339,6,2017-01-31,2017-03-03
4025,4309,6,2017-01-31,2017-03-03
1371,1666,6,2017-02-04,2017-03-03
5438,5439,6,2017-02-17,2017-03-14
1865,2717,6,2017-03-10,2017-05-03
5494,6039,6,2017-03-10,2017-05-03
5494,6096,6,2017-03-10,2017-05-03
4969,6077,6,2017-03-10,2017-05-03
4990,6001,6,2017-03-10,2017-05-03
5500,6047,6,2017-03-10,2017-05-03
3576,5440,6,2017-03-10,2017-05-03
8209,8297,6,2017-03-31,2017-05-06
2926,7039,6,2017-04-17,2017-05-19
1646,2776,6,2017-04-20,2017-05-19
822,5942,6,2017-04-26,2017-05-29
730,739,6,2017-01-02,2017-01-17
1250,1273,6,2017-01-03,2017-02-15
1544,1581,6,2017-01-07,2017-02-27
721,1043,6,2017-01-04,2017-02-27
366,763,6,2017-01-04,2017-01-29
2222,2284,6,2017-01-09,2017-02-21
3146,3180,6,2017-01-11,2017-02-03
248,610,6,2017-01-13,2017-02-03
3411,3446,6,2017-01-13,2017-02-23
1498,2781,6,2017-01-20,2017-03-14
1801,2710,6,2017-01-20,2017-04-13
1288,3046,6,2017-01-22,2017-02-25
4208,4219,6,2017-01-22,2017-04-10
4066,4353,6,2017-01-31,2017-03-03
1082,1837,6,2017-02-02,2017-03-19
940,2754,6,2017-02-04,2017-04-01
915,4016,6,2017-02-07,2017-03-10
5420,5431,6,2017-02-17,2017-04-28
5404,5458,6,2017-02-17,2017-03-14
5645,5662,6,2017-02-22,2017-05-23
2939,5416,6,2017-02-22,2017-04-02
4011,5466,6,2017-02-22,2017-04-05
1046,4914,6,2017-02-28,2017-04-05
5946,5982,6,2017-03-05,2017-03-31
4969,5440,6,2017-03-10,2017-05-03
1884,5491,6,2017-03-10,2017-05-03
7820,7832,6,2017-03-24,2017-05-06
8216,8297,6,2017-03-31,2017-05-06
8307,8338,6,2017-04-03,2017-04-29
1244,4983,6,2017-04-08,2017-05-19
5978,7476,6,2017-04-13,2017-04-29
6017,6809,6,2017-04-13,2017-05-12
7868,8289,6,2017-04-17,2017-05-19
3735,7685,6,2017-04-20,2017-05-19
95,3503,6,2017-04-22,2017-05-29
3503,5509,6,2017-04-30,2017-05-30
727,795,6,2017-01-02,2017-02-17
1043,1073,6,2017-01-02,2017-02-17
771,1023,6,2017-01-04,2017-01-29
1205,1208,6,2017-01-03,2017-03-23
366,760,6,2017-01-04,2017-01-29
2249,2279,6,2017-01-09,2017-04-17
3309,3380,6,2017-01-13,2017-04-08
255,606,6,2017-01-13,2017-02-03
205,3169,6,2017-01-13,2017-02-27
3634,3643,6,2017-01-15,2017-04-09
4522,5319,6,2017-02-14,2017-04-10
5464,5481,6,2017-02-17,2017-03-13
5414,5495,6,2017-02-17,2017-03-14
5466,5495,6,2017-02-17,2017-03-14
876,1028,6,2017-02-26,2017-04-29
135,2665,6,2017-03-03,2017-05-14
3148,5885,6,2017-03-05,2017-05-11
1865,6077,6,2017-03-10,2017-05-03
3576,6047,6,2017-03-10,2017-05-03
5798,5977,6,2017-03-20,2017-05-03
184,5977,6,2017-03-20,2017-05-03
2294,6898,6,2017-04-13,2017-05-12
441,7685,6,2017-04-20,2017-05-19
4556,7640,6,2017-04-26,2017-05-29
5989,8068,6,2017-05-01,2017-05-30
769,784,6,2017-01-02,2017-05-15
705,737,6,2017-01-02,2017-05-24
740,792,6,2017-01-02,2017-01-17
1056,1057,6,2017-01-02,2017-01-17
374,772,6,2017-01-04,2017-01-29
1269,3924,6,2017-01-22,2017-02-26
358,2754,6,2017-02-02,2017-04-14
2760,2869,6,2017-02-02,2017-03-31
5076,5096,6,2017-02-12,2017-04-10
972,2932,6,2017-02-13,2017-04-13
5436,5479,6,2017-02-17,2017-03-14
5464,5468,6,2017-02-17,2017-03-13
5438,5466,6,2017-02-17,2017-03-14
4009,5448,6,2017-02-22,2017-04-12
4025,5464,6,2017-02-22,2017-04-15
6810,6876,6,2017-03-15,2017-05-19
8403,8461,6,2017-04-05,2017-05-19
1436,5978,6,2017-04-13,2017-04-29
602,649,6,2017-01-02,2017-03-04
2405,2427,6,2017-01-09,2017-02-21
3146,3162,6,2017-01-11,2017-02-03
613,3120,6,2017-01-13,2017-03-24
3447,3479,6,2017-01-13,2017-02-23
172,2425,6,2017-01-29,2017-04-17
4040,4329,6,2017-01-31,2017-04-18
2789,2939,6,2017-02-04,2017-03-03
727,5143,6,2017-02-17,2017-03-25
5421,5429,6,2017-02-17,2017-03-14
4009,5499,6,2017-02-22,2017-04-12
4012,5436,6,2017-02-22,2017-04-12
2700,3947,6,2017-03-03,2017-04-11
7774,7793,6,2017-03-23,2017-04-28
3967,5946,6,2017-03-30,2017-05-20
8965,8986,6,2017-04-21,2017-05-18
717,775,6,2017-01-02,2017-04-18
839,844,6,2017-01-02,2017-03-05
801,888,6,2017-01-02,2017-03-01
3520,3599,6,2017-01-15,2017-04-16
3517,3539,6,2017-01-15,2017-04-10
1619,3120,6,2017-01-21,2017-05-03
4063,4371,6,2017-01-31,2017-04-08
5662,5695,6,2017-02-22,2017-05-01
4012,5426,6,2017-02-22,2017-04-12
4083,5499,6,2017-02-22,2017-04-12
1643,4542,6,2017-02-26,2017-04-13
1884,2759,6,2017-03-10,2017-05-03
2294,6047,6,2017-03-10,2017-05-03
5500,6096,6,2017-03-10,2017-05-03
1817,5769,6,2017-03-20,2017-05-03
5706,5977,6,2017-03-20,2017-05-03
4827,8326,6,2017-04-05,2017-05-14
1684,7162,6,2017-04-11,2017-05-24
5819,6242,6,2017-04-12,2017-05-19
3093,8289,6,2017-04-17,2017-05-19
1635,5411,6,2017-04-20,2017-05-19
704,724,6,2017-01-02,2017-01-17
901,951,6,2017-01-02,2017-04-20
1001,1025,6,2017-01-02,2017-04-10
1538,1598,6,2017-01-07,2017-03-20
2178,2197,6,2017-01-09,2017-01-31
2263,2273,6,2017-01-09,2017-02-21
2226,2272,6,2017-01-09,2017-03-28
2972,2992,6,2017-01-10,2017-02-25
293,610,6,2017-01-13,2017-02-03
3446,3451,6,2017-01-13,2017-02-23
4632,4670,6,2017-02-02,2017-03-13
467,3071,6,2017-02-02,2017-05-07
2150,4142,6,2017-02-17,2017-05-29
1598,3404,6,2017-02-19,2017-03-20
942,1326,6,2017-02-25,2017-05-15
1643,4554,6,2017-02-26,2017-04-13
5481,6071,6,2017-03-10,2017-05-03
2717,4412,6,2017-03-10,2017-05-03
7246,7268,6,2017-03-17,2017-05-15
184,5954,6,2017-03-20,2017-05-03
1413,2124,6,2017-03-21,2017-05-12
2734,5964,6,2017-03-23,2017-05-03
2528,5944,6,2017-03-30,2017-05-13
1613,1789,6,2017-04-09,2017-05-19
5012,7192,6,2017-04-11,2017-05-12
4316,6809,6,2017-04-13,2017-05-12
3278,7820,6,2017-04-17,2017-05-19
760,791,6,2017-01-02,2017-01-17
749,786,6,2017-01-02,2017-02-17
740,762,6,2017-01-02,2017-01-17
823,852,6,2017-01-02,2017-02-23
305,1044,6,2017-01-03,2017-05-11
376,1073,6,2017-01-03,2017-02-23
374,755,6,2017-01-04,2017-01-29
355,1029,6,2017-01-03,2017-02-26
1975,1993,6,2017-01-08,2017-02-23
2240,2299,6,2017-01-09,2017-02-17
2222,2293,6,2017-01-09,2017-02-21
255,3180,6,2017-01-13,2017-02-03
205,215,6,2017-01-13,2017-02-03
3411,3447,6,2017-01-13,2017-02-23
3415,5143,6,2017-02-17,2017-03-25
5443,5456,6,2017-02-17,2017-03-13
5419,5432,6,2017-02-17,2017-03-14
5419,5431,6,2017-02-17,2017-03-14
5619,5700,6,2017-02-22,2017-05-02
6080,6100,6,2017-03-05,2017-05-12
3544,5494,6,2017-03-10,2017-05-03
4969,6047,6,2017-03-10,2017-05-03
5443,6096,6,2017-03-10,2017-05-03
4344,7575,6,2017-03-19,2017-04-29
2993,5734,6,2017-03-23,2017-05-03
3278,3590,6,2017-04-17,2017-05-19
8965,8979,6,2017-04-21,2017-05-18
778,795,6,2017-01-02,2017-02-17
755,761,6,2017-01-02,2017-01-17
759,768,6,2017-01-02,2017-01-17
324,395,6,2017-01-03,2017-02-19
508,578,6,2017-01-02,2017-03-22
2124,2185,6,2017-01-09,2017-05-16
2245,2246,6,2017-01-09,2017-02-17
2441,2498,6,2017-01-09,2017-02-21
2441,2458,6,2017-01-09,2017-02-21
3509,3540,6,2017-01-15,2017-02-26
724,3477,6,2017-01-17,2017-04-12
603,2199,6,2017-01-20,2017-04-13
940,2992,6,2017-01-25,2017-03-19
928,2789,6,2017-02-04,2017-03-03
1903,3370,6,2017-02-06,2017-05-02
